"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-03-21","10.74",",,W",,,"0.99",",,W,2400","8.2",",,W,2400","0.0",",,W,2400",,,"39",",,W","31",",,W",,,"   50",",,W","   60",",,W","21.9",",,W","33.1",",,W","    1",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-03-22","6.71",",,W",,,"0.06",",,W,2400","0.2",",,W,2400","7.9",",,W,2400",,,"50",",,W","32",",,W",,,"  310",",,W","  320",",,W","14.1",",,W","23.0",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-03-23","5.59",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400","1.2",",,W,2400",,,"49",",,W","35",",,W",,,"   20",",,W","  350",",,W","14.1",",,W","21.0",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-03-24","6.04",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"51",",,W","35",",,W",,,"   40",",,W","   10",",,W","12.1",",,W","19.0",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-03-25","8.28",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"45",",,W","33",",,W",,,"   70",",,W","   50",",,W","19.9",",,W","29.1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-03-26","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"50",",,W","34",",,W",,,"   50",",,W","   60",",,W","21.0",",,W","28.0",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-03-27","3.36",",,W",,,"0.01",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"47",",,W","34",",,W",,,"   50",",,W","   60",",,W","10.1",",,W","14.1",",,W","    1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-03-28","4.03",",,W",,,"0.03",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"52",",,W","38",",,W",,,"  240",",,W","  250",",,W","12.1",",,W","17.0",",,W","    1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-03-29","2.91",",,W",,,"0.03",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"53",",,W","49",",,W",,,"  150",",,W","  160",",,W","8.9",",,W","16.1",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-03-30","4.03",",,W",,,"0.03",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"62",",,W","44",",,W",,,"  300",",,W","  290",",,W","15.0",",,W","23.9",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-03-31","6.49",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"58",",,W","39",",,W",,,"  170",",,W","  300",",,W","16.1",",,W","25.1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-04-01","6.71",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"60",",,W","43",",,W",,,"  250",",,W","  180",",,W","14.1",",,W","25.1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-04-02","5.82",",,W",,,"0.59",",,W,2400","5.5",",,W,2400","5.1",",,W,2400",,,"43",",,W","33",",,W",,,"   20",",,W","   10",",,W","16.1",",,W","21.9",",,W","    1",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-04-03","4.70",",,W",,,"0.26",",,W,2400","0.0",",,W,2400","0.0","T,,W,2400",,,"43",",,W","39",",,W",,,"   60",",,W","   60",",,W","12.1",",,W","16.1",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-04-04","8.50",",,W",,,"0.04",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"56",",,W","40",",,W",,,"  280",",,W","  260",",,W","21.9",",,W","42.1",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-04-05","8.72",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"45",",,W","34",",,W",,,"  280",",,W","  270",",,W","19.9",",,W","31.1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-04-06","4.92",",,W",,,"0.11",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"62",",,W","37",",,W",,,"  250",",,W","  250",",,W","15.0",",,W","27.1",",,W","    1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-04-07","7.38",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"49",",,W","37",",,W",,,"  300",",,W","  290",",,W","16.1",",,W","23.9",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-04-08","8.50",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"46",",,W","32",",,W",,,"  290",",,W","  290",",,W","18.1",",,W","30.0",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-04-09","5.37",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"49",",,W","32",",,W",,,"  310",",,W","  310",",,W","14.1",",,W","21.0",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-04-10","4.92",",,W",,,"0.01",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"51",",,W","38",",,W",,,"   10",",,W","  320",",,W","12.1",",,W","19.9",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-04-11","3.80",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"51",",,W","37",",,W",,,"  170",",,W","  180",",,W","13.0",",,W","19.0",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-04-12","5.59",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"63",",,W","46",",,W",,,"  250",",,W","  260",",,W","15.0",",,W","23.0",",,W",,,,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-04-13","5.59",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"82",",,W","60",",,W",,,"  250",",,W","  250",",,W","18.1",",,W","31.1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-04-14","7.38",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"77",",,W","44",",,W",,,"   60",",,W","   60",",,W","21.0",",,W","27.1",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-04-15","12.30",",,W",,,"0.47",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"44",",,W","38",",,W",,,"   70",",,W","  100",",,W","21.9",",,W","32.0",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-04-16","11.41",",,W",,,"2.82",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"60",",,W","39",",,W",,,"   60",",,W","   50",",,W","28.0",",,W","44.1",",,W","    1",",,W",,,"    1",",,W",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-04-17","8.50",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"47",",,W","39",",,W",,,"  280",",,W","  270",",,W","17.0",",,W","29.1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-04-18","6.49",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"55",",,W","37",",,W",,,"  250",",,W","  250",",,W","18.1",",,W","27.1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-04-19","7.61",",,W",,,"0.15",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"49",",,W","38",",,W",,,"  300",",,W","  290",",,W","18.1",",,W","29.1",",,W","    1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-04-20","8.50",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"50",",,W","37",",,W",,,"  310",",,W","  300",",,W","19.9",",,W","30.0",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-04-21","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"63",",,W","39",",,W",,,"  280",",,W","  280",",,W","15.0",",,W","21.9",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-04-22","4.25",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"67",",,W","44",",,W",,,"  180",",,W","  170",",,W","13.0",",,W","23.0",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-04-23","4.47",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"68",",,W","46",",,W",,,"  160",",,W","  150",",,W","15.0",",,W","21.0",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-04-24","4.25",",,W",,,"0.05",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"66",",,W","46",",,W",,,"  170",",,W","  170",",,W","15.0",",,W","23.0",",,W","    1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-04-25","3.80",",,W",,,"0.95",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"60",",,W","52",",,W",,,"  150",",,W","  150",",,W","12.1",",,W","19.9",",,W","    1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-04-26","4.92",",,W",,,"0.10",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"70",",,W","55",",,W",,,"  290",",,W","  280",",,W","15.0",",,W","21.9",",,W","    1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-04-27","2.46",",,W",,,"0.05",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"59",",,W","51",",,W",,,"   90",",,W","  110",",,W","10.1",",,W","17.0",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-04-28","3.36",",,W",,,"0.10",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"68",",,W","50",",,W",,,"  160",",,W","  160",",,W","14.1",",,W","23.0",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-04-29","5.82",",,W",,,"0.08",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"59",",,W","47",",,W",,,"  310",",,W","  290",",,W","15.0",",,W","25.1",",,W","    1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-04-30","5.14",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"51",",,W","44",",,W",,,"  310",",,W","  320",",,W","16.1",",,W","28.0",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-05-01","4.25",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"80",",,W","48",",,W",,,"  320",",,W","  330",",,W","14.1",",,W","21.0",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-05-02","5.37",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"90",",,W","65",",,W",,,"  250",",,W","  260",",,W","16.1",",,W","31.1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-05-03","5.37",",,W",,,"0.02",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"92",",,W","70",",,W",,,"  250",",,W","  250",",,W","15.0",",,W","28.0",",,W","    1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-05-04","3.58",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"84",",,W","72",",,W",,,"  280",",,W","  250",",,W","18.1",",,W","30.0",",,W",,,,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-05-05","4.92",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"76",",,W","61",",,W",,,"  310",",,W","  290",",,W","14.1",",,W","25.9",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-05-06","3.80",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"66",",,W","56",",,W",,,"   70",",,W","   70",",,W","14.1",",,W","21.9",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-05-07","2.01",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"77",",,W","54",",,W",,,"  160",",,W","  180",",,W","10.1",",,W","16.1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-05-08","1.79",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"74",",,W","53",",,W",,,"  170",",,W","  160",",,W","8.1",",,W","14.1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-05-09","2.24",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"77",",,W","54",",,W",,,"  150",",,W","  150",",,W","10.1",",,W","18.1",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-05-10","2.68",",,W",,,"0.25",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"66",",,W","54",",,W",,,"  180",",,W","  180",",,W","8.9",",,W","17.0",",,W","    1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-05-11","3.58",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"73",",,W","60",",,W",,,"  310",",,W","  310",",,W","13.0",",,W","19.0",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-05-12","3.58",",,W",,,"0.22",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"63",",,W","51",",,W",,,"  350",",,W","  340",",,W","12.1",",,W","17.0",",,W","    1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-05-13","2.46",",,W",,,"0.10",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"54",",,W","52",",,W",,,"   70",",,W","  110",",,W","10.1",",,W","14.1",",,W","    1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-05-14","1.34",",,W",,,"0.03",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"71",",,W","52",",,W",,,"  150",",,W","  150",",,W","8.9",",,W","13.0",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-05-15","2.68",",,W",,,"0.58",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"88",",,W","61",",,W",,,"  300",",,W","  290",",,W","15.0",",,W","30.0",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-05-16","2.46",",,W",,,"0.34",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"64",",,W","56",",,W",,,"  110",",,W","  110",",,W","8.9",",,W","15.0",",,W","    1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-05-17","1.12",",,W",,,"0.22",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"71",",,W","56",",,W",,,"  250",",,W","  250",",,W","8.1",",,W","10.1",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-05-18","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"67",",,W","56",",,W",,,"   70",",,W","   70",",,W","16.1",",,W","25.1",",,W","    1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-05-19","4.03",",,W",,,"0.65",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"56",",,W","49",",,W",,,"   70",",,W","   70",",,W","14.1",",,W","21.9",",,W","    1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-05-20","3.80",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"81",",,W","56",",,W",,,"  260",",,W","  260",",,W","13.0",",,W","21.0",",,W","    1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-05-21","2.46",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"79",",,W","58",",,W",,,"  240",",,W","  240",",,W","10.1",",,W","17.0",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-05-22","0.89",",,W",,,"0.29",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"68",",,W","55",",,W",,,"  160",",,W","  160",",,W","8.9",",,W","15.0",",,W","    1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-05-23","2.46",",,W",,,"0.29",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"81",",,W","59",",,W",,,"  300",",,W","  290",",,W","8.9",",,W","15.0",",,W","    1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-05-24","2.91",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"83",",,W","63",",,W",,,"  240",",,W","  260",",,W","12.1",",,W","21.0",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-05-25","5.14",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"86",",,W","65",",,W",,,"  260",",,W","  260",",,W","14.1",",,W","27.1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-05-26","2.01",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"89",",,W","72",",,W",,,"  250",",,W","  240",",,W","14.1",",,W","19.9",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-05-27","8.28",",,W",,,"0.44",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"80",",,W","56",",,W",,,"   70",",,W","   70",",,W","16.1",",,W","27.1",",,W","    1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-05-28","1.79",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"69",",,W","56",",,W",,,"   70",",,W","   70",",,W","8.9",",,W","14.1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-05-29","1.12",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"89",",,W","63",",,W",,,"  250",",,W","  250",",,W","8.1",",,W","13.0",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-05-30","2.24",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"78",",,W","61",",,W",,,"  140",",,W","  180",",,W","8.9",",,W","16.1",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-05-31","2.01",",,W",,,"0.10",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"68",",,W","63",",,W",,,"  160",",,W","  160",",,W","8.1",",,W","13.0",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-06-01","0.89",",,W",,,"0.27",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"81",",,W","65",",,W",,,"  310",",,W","  290",",,W","6.9",",,W","15.0",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-06-02","3.80",",,W",,,"0.08",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"87",",,W","66",",,W",,,"   30",",,W","   40",",,W","14.1",",,W","23.0",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-06-03","5.82",",,W",,,"0.25",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"66",",,W","51",",,W",,,"  110",",,W","  130",",,W","14.1",",,W","23.0",",,W","    1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-06-04","3.80",",,W",,,"0.16",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"71",",,W","51",",,W",,,"   60",",,W","   60",",,W","12.1",",,W","18.1",",,W","    1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-06-05","3.80",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"75",",,W","58",",,W",,,"  280",",,W","  270",",,W","15.0",",,W","25.1",",,W","    1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-06-06","2.68",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"71",",,W","58",",,W",,,"   20",",,W","  170",",,W","8.1",",,W","13.0",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-06-07","2.46",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"71",",,W","60",",,W",,,"  170",",,W","  160",",,W","8.9",",,W","17.0",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-06-08","2.91",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"82",",,W","60",",,W",,,"  250",",,W","  250",",,W","8.9",",,W","16.1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-06-09","1.79",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"83",",,W","67",",,W",,,"   40",",,W","   30",",,W","8.1",",,W","15.0",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-06-10","1.12",",,W",,,"0.01",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"73",",,W","58",",,W",,,"   80",",,W","  100",",,W","8.9",",,W","16.1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-06-11","3.13",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"73",",,W","58",",,W",,,"  150",",,W","  170",",,W","8.9",",,W","17.0",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-06-12","3.36",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"75",",,W","57",",,W",,,"  190",",,W","  160",",,W","10.1",",,W","19.0",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-06-13","3.58",",,W",,,"0.04",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"78",",,W","63",",,W",,,"  260",",,W","  260",",,W","12.1",",,W","18.1",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2018-06-14","6.93",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"84",",,W","67",",,W",,,"  300",",,W","  290",",,W","15.0",",,W","27.1",",,W",,,,,,,,,,,,
